"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Alaa Abdelnaby","PF","26","TOT","54","0","506","12.1","23.8","0.511","0","0.2","0","12.1","23.5","0.515","2.1","3.6","0.571","3.8","7.9","11.7","1.3","1.5","1.2","4.6","10.7","26.3","94","105",1995
"2","Mahmoud Abdul-Rauf","PG","25","DEN","73","43","2082","11.9","25.3","0.47","2.1","5.4","0.386","9.8","19.9","0.492","3.5","3.9","0.885","0.8","2.6","3.5","6.6","1.9","0.2","3","3.2","29.4","112","112",1995
"3","Michael Adams","PG","32","CHH","29","0","443","8","17.6","0.453","3.4","9.6","0.358","4.5","8","0.567","3","3.6","0.833","0.7","2.7","3.4","11.3","2.7","0.1","3.1","4.9","22.3","119","107",1995
"4","Rafael Addison","SF","30","DET","79","16","1776","8.1","17","0.476","0.7","2.4","0.289","7.4","14.6","0.507","2.1","2.9","0.747","1.9","5.1","7","3.2","1.5","0.7","2.2","6.8","19","105","114",1995
"5","Danny Ainge","SG","35","PHO","74","1","1374","7.1","15.4","0.46","2.8","7.8","0.364","4.2","7.6","0.558","3.8","4.7","0.808","0.9","3.1","4","7.6","1.7","0.3","2.9","5.6","20.8","119","113",1995
"6","Victor Alexander","C","25","GSW","50","29","1237","9.1","17.7","0.515","0.2","1","0.24","8.9","16.7","0.531","1.4","2.4","0.6","3.4","8.1","11.5","2.4","1.1","1.1","3","5.7","19.9","102","111",1995
"7","Derrick Alston","C","22","PHI","64","1","1032","6.1","13.2","0.465","0","0.2","0","6.1","13","0.472","3","6.1","0.492","5","6.2","11.2","1.7","2","1.8","2.7","5.5","15.3","99","109",1995
"8","Greg Anderson","PF","30","ATL","51","0","622","4.9","8.9","0.548","0","0","0","4.9","8.9","0.548","2.9","6.1","0.479","5.3","10.8","16.1","1.5","2","2.7","2.7","8.8","12.7","105","100",1995
"9","Kenny Anderson","PG","24","NJN","72","70","2689","8","19.9","0.399","1.9","5.7","0.33","6.1","14.3","0.426","6.7","8","0.841","1.4","3.4","4.8","13.2","2","0.3","4.4","3.6","24.5","112","111",1995
"10","Nick Anderson","SG","27","ORL","76","76","2588","8.6","18","0.476","3.5","8.4","0.415","5.1","9.6","0.528","2.8","4","0.704","1.7","4.9","6.5","6.1","2.4","0.4","2.7","2.4","23.4","119","108",1995
"11","Willie Anderson","SG","28","SAS","38","11","556","6.9","14.8","0.469","0.3","1.7","0.158","6.7","13","0.51","2.7","3.7","0.732","1.4","3.7","5","4.7","2.4","0.9","3.5","6.5","16.9","99","106",1995
"12","Greg Anthony","PG","27","NYK","61","2","943","7.1","16.4","0.437","3.1","8.7","0.361","4","7.7","0.522","3.4","4.2","0.789","0.4","3.2","3.6","8.9","2.8","0.4","3.2","5.5","20.8","113","104",1995
"13","B.J. Armstrong","PG","27","CHI","82","82","2577","8.5","18.1","0.468","2.2","5.1","0.427","6.3","13","0.484","4.2","4.7","0.884","0.5","3.3","3.8","4.9","1.7","0.2","2.1","3.2","23.3","119","108",1995
"14","Darrell Armstrong","PG","26","ORL","3","0","8","18.9","50.5","0.375","12.6","37.9","0.333","6.3","12.6","0.5","12.6","12.6","1","6.3","0","6.3","18.9","6.3","0","6.3","18.9","63.1","127","103",1995
"15","Vincent Askew","SG","28","SEA","71","1","1721","7.2","14.7","0.492","0.9","2.7","0.33","6.3","12","0.529","5.1","7","0.739","1.9","3.4","5.3","5.1","1.4","0.4","2.5","5.6","20.5","118","111",1995
"16","Keith Askins","SF","27","MIA","50","5","854","4.9","12.5","0.391","1.3","4.7","0.269","3.6","7.8","0.465","2.8","3.4","0.807","5.2","6.8","12","2.4","2.1","1","1.5","6.6","13.9","114","108",1995
"17","Stacey Augmon","SG","26","ATL","76","76","2362","9","19.8","0.453","0.2","0.6","0.269","8.8","19.2","0.459","5.7","7.8","0.728","3.6","4.8","8.3","4.5","2.3","1.1","3.4","3.7","23.8","106","106",1995
"18","Anthony Avent","PF","25","ORL","71","3","1066","5","11.6","0.43","0","0","0","5","11.6","0.43","2.3","3.6","0.64","4.6","9.3","13.9","1.9","1.3","2.4","2.5","8","12.2","100","105",1995
"19","Vin Baker","PF","23","MIL","82","82","3361","9.2","18.9","0.483","0.1","0.4","0.292","9","18.6","0.487","3.9","6.7","0.593","4.5","8.6","13","4.6","1.3","1.8","3.4","4.3","22.4","106","109",1995
"20","Charles Barkley*","PF","31","PHO","68","66","2382","11.6","24","0.486","1.6","4.6","0.338","10.1","19.4","0.521","8","10.6","0.748","4.3","11.6","15.9","5.8","2.3","0.9","3.2","4.2","32.8","119","105",1995
"21","Dana Barros","PG","27","PHI","82","82","3318","9.1","18.5","0.49","3.1","6.8","0.464","5.9","11.8","0.505","5.5","6.1","0.899","0.4","3.9","4.4","9.8","2.4","0.1","3.8","2.5","26.8","124","111",1995
"22","Jon Barry","SG","25","MIL","52","0","602","4.9","11.5","0.425","1.4","4.1","0.333","3.5","7.4","0.477","5.2","6.9","0.763","1.3","2.9","4.2","7.3","2.6","0.3","3.5","4.6","16.4","111","112",1995
"23","John Battle","SG","32","CLE","28","0","280","8.7","23","0.377","2.2","6.3","0.355","6.5","16.8","0.386","3.8","5.3","0.731","0.6","1.6","2.2","7.5","1.6","0.2","3.4","5.7","23.4","98","109",1995
"24","Sergei Bazarevich","PG","29","ATL","10","0","74","7.9","15.9","0.5","0.7","4.3","0.167","7.2","11.6","0.625","5.1","6.5","0.778","0.7","4.3","5.1","10.1","0.7","0.7","5.1","7.2","21.7","109","109",1995
"25","Benoit Benjamin","C","30","NJN","61","57","1598","8.8","17.3","0.51","0","0","0","8.8","17.3","0.51","4.3","5.7","0.76","3.1","11.3","14.3","1.2","0.7","2.1","4.1","4.9","22","100","106",1995
"26","Elmer Bennett","PG","24","CLE","4","0","18","18.9","34.6","0.545","0","6.3","0","18.9","28.3","0.667","9.4","12.6","0.75","0","3.1","3.1","9.4","12.6","0","9.4","9.4","47.2","102","85",1995
"27","Tony Bennett","PG","25","CHH","3","0","46","6.9","14.9","0.462","2.3","10.3","0.222","4.6","4.6","1","0","0","0","0","2.3","2.3","4.6","0","0","3.4","6.9","16","94","114",1995
"28","David Benoit","SF","26","UTA","71","67","1841","8","16.5","0.486","1.1","3.2","0.33","7","13.3","0.523","3.7","4.4","0.841","2.7","7.7","10.4","1.6","1.3","1.3","2.1","5.2","20.8","112","106",1995
"29","James Blackwell","PG","26","TOT","13","0","80","5.1","8.4","0.615","0","0","0","5.1","8.4","0.615","1.3","1.9","0.667","1.3","5.8","7.1","7.1","2.6","0","3.2","5.1","11.6","112","109",1995
"30","Mookie Blaylock","PG","27","ATL","80","80","3069","8.9","20.9","0.425","3.5","9.7","0.359","5.4","11.2","0.482","2.7","3.7","0.729","2","4.8","6.8","10.7","3.5","0.5","4.2","2.9","23.9","110","104",1995
"31","Corie Blount","PF","26","CHI","68","9","889","5.9","12.3","0.476","0","0.1","0","5.9","12.2","0.481","2.2","3.9","0.567","6.3","7.8","14.1","3.5","1.5","1.9","3.5","8.6","14","103","103",1995
"32","Muggsy Bogues","PG","30","CHH","78","78","2629","7","14.6","0.477","0.1","0.6","0.2","6.8","14","0.489","3.2","3.6","0.889","1","4.1","5.1","13.5","2.1","0","2.6","3","17.3","119","108",1995
"33","Manute Bol","C","32","GSW","5","2","81","3.6","6.1","0.6","1.8","3","0.6","1.8","3","0.6","0","0","0","0.6","6.7","7.3","0","0","5.4","0.6","6.1","9.1","134","111",1995
"34","Walter Bond","SG","25","TOT","23","0","290","7","15","0.464","2.7","7.3","0.366","4.3","7.7","0.558","2.5","3.6","0.7","1.4","4.3","5.7","4.3","1.1","0.7","3","8.4","19.1","107","110",1995
"35","Anthony Bonner","PF","26","NYK","58","23","1126","4.1","9","0.456","0","0.2","0.2","4.1","8.8","0.463","2.1","3.1","0.657","5.3","7","12.3","3.7","2.2","1.1","3.7","7.4","10.3","98","102",1995
"36","Anthony Bowie","SG","31","ORL","77","4","1261","7.1","14.8","0.48","0.5","1.6","0.3","6.6","13.2","0.502","2.4","2.9","0.836","2.2","3.4","5.6","6.4","1.9","0.8","3.4","5.5","17.1","107","110",1995
"37","Sam Bowie","C","33","LAL","67","10","1225","4.9","11","0.442","0.1","0.5","0.182","4.8","10.5","0.453","2.8","3.7","0.764","3","8.9","11.9","4.9","0.9","3.3","3.7","7.5","12.6","97","107",1995
"38","Shawn Bradley","C","22","PHI","82","59","2365","7","15.5","0.455","0","0.1","0","7","15.4","0.457","3.3","5.2","0.638","5.4","9.3","14.7","1.2","1.2","6.1","3.2","7.5","17.3","99","104",1995
"39","Terrell Brandon","PG","24","CLE","67","41","1961","9.8","22","0.448","1.4","3.5","0.397","8.5","18.5","0.457","4.6","5.4","0.855","1","4.4","5.4","10.5","3.1","0.4","4.2","3.4","25.7","108","104",1995
"40","Tim Breaux","SF","24","HOU","42","2","340","6.7","18.1","0.372","0.9","3.7","0.24","5.8","14.4","0.406","4.8","7.3","0.653","2.4","2.7","5.1","2.2","1.6","0.6","2.4","3.7","19.2","94","112",1995
"41","Scott Brooks","PG","29","TOT","59","0","808","7.9","17.3","0.458","1.6","4.3","0.362","6.3","12.9","0.49","4","5","0.81","0.9","3.3","4.1","7.3","2.1","0.3","3","3.5","21.4","115","111",1995
"42","Chucky Brown","SF","26","HOU","41","14","814","6.6","10.9","0.603","0.1","0.2","0.333","6.5","10.7","0.608","2.4","3.9","0.613","4","7.8","11.8","1.9","0.7","0.9","1.8","6.6","15.6","121","109",1995
"43","Dee Brown","SG","26","BOS","79","69","2792","8","17.9","0.447","2.3","6","0.385","5.7","11.9","0.478","4.3","5.1","0.852","1.2","3.4","4.6","5.5","2","0.9","2.7","3.3","22.6","116","112",1995
"44","Mike Brown","C","31","MIN","27","0","213","2.5","9.9","0.25","0","0.2","0","2.5","9.6","0.256","3.7","6.7","0.556","2.2","8.9","11.1","2.5","1.7","0","3.9","8.6","8.6","68","110",1995
"45","P.J. Brown","C","25","NJN","80","63","2466","5.4","12","0.446","0.1","0.5","0.167","5.3","11.5","0.458","2.9","4.4","0.671","3.8","6.5","10.3","2.8","1.5","2.8","1.7","5.5","13.7","108","107",1995
"46","Randy Brown","PG","26","SAC","67","2","1086","5.9","13.7","0.432","0.7","2.2","0.298","5.3","11.5","0.458","2.6","3.9","0.671","1.1","4","5.2","6.4","4.7","0.9","3.7","7.3","15.2","97","102",1995
"47","Mark Bryant","PF","29","POR","49","0","658","7.9","14.9","0.526","0.1","0.2","0.5","7.8","14.8","0.526","3.2","4.9","0.651","4.3","8.2","12.5","2.2","1.5","1.2","3","8.5","19","109","105",1995
"48","Jud Buechler","SF","26","CHI","57","0","605","7.8","15.8","0.492","1.3","4.1","0.313","6.5","11.6","0.556","1.9","3.4","0.564","3.1","5.3","8.4","4.3","2.1","1","2.6","5.5","18.7","110","105",1995
"49","Scott Burrell","SF","24","CHH","65","62","2014","7.2","15.5","0.467","2.5","6.1","0.409","4.7","9.4","0.506","2.6","3.8","0.694","2.5","7.1","9.6","4.2","2","1","2.2","4.9","19.6","113","105",1995
"50","Willie Burton","SF","26","PHI","53","31","1564","8.2","20.4","0.401","3.6","9.3","0.385","4.6","11.2","0.414","7.4","9","0.824","1.7","3.9","5.5","3.2","1.1","0.6","4.1","5.6","27.4","109","113",1995
"51","Mitchell Butler","SG","24","WSB","76","5","1554","7","16.6","0.421","1.5","4.6","0.326","5.5","12","0.458","4","6","0.665","1.4","4.2","5.6","3","2","0.3","3.5","5.1","19.5","97","112",1995
"52","Michael Cage","C","33","CLE","82","21","2040","4.9","9.4","0.521","0","0.1","0","4.9","9.4","0.524","1.5","2.4","0.602","5.6","10","15.6","1.6","1.7","1.9","1.6","4.1","11.3","115","102",1995
"53","Adrian Caldwell","PF","28","HOU","7","0","30","1.7","6.8","0.25","0","0","0","1.7","6.8","0.25","5.1","10.2","0.5","1.7","15.3","17","0","1.7","0","1.7","10.2","8.5","79","102",1995
"54","Elden Campbell","PF","26","LAL","73","59","2076","8.7","19.1","0.459","0","0","0","8.7","19","0.459","4.7","7","0.666","4.1","6.7","10.8","2.2","1.7","3.2","2.4","6","22.2","105","108",1995
"55","Tony Campbell","SF","32","CLE","78","0","1128","8.1","19.7","0.411","0.8","2.1","0.357","7.3","17.6","0.417","6.6","8","0.83","3","4.7","7.7","3.5","1.6","0.4","3.3","6.1","23.5","105","107",1995
"56","Antoine Carr","C","33","UTA","78","4","1677","9","16.9","0.531","0","0.1","0.25","8.9","16.7","0.533","5.1","6.2","0.821","2.5","5.7","8.2","2.1","0.7","2.1","2.7","7.8","23.1","113","108",1995
"57","Bill Cartwright","C","37","SEA","29","19","430","3.2","8.1","0.391","0","0","0","3.2","8.1","0.391","1.8","2.8","0.625","2.9","7.2","10.2","1.2","0.7","0.4","2.1","8.2","8.1","91","109",1995
"58","Sam Cassell","PG","25","HOU","82","1","1882","6.9","16.1","0.427","1.7","5.2","0.33","5.1","10.9","0.473","5.8","6.9","0.843","1","4.7","5.7","11","2.5","0.4","4.5","5.7","21.2","111","108",1995
"59","Duane Causwell","C","26","SAC","58","24","820","4.8","9.3","0.517","0","0.1","0","4.8","9.3","0.521","3.6","6.2","0.582","3.6","7.4","11","1","0.9","5.1","2.1","9.3","13.2","108","104",1995
"60","Cedric Ceballos","SF","25","LAL","58","54","2029","12.4","24.3","0.509","1.4","3.6","0.397","10.9","20.7","0.528","5.2","7.3","0.716","4.2","7.3","11.5","2.6","1.5","0.5","3.6","3.3","31.3","111","110",1995
"61","Tom Chambers","PF","35","UTA","81","4","1240","8.1","17.8","0.457","0.2","1","0.167","8","16.8","0.474","4.6","5.6","0.807","2.8","6.1","8.9","3.1","1","1.3","2.2","7.2","21","108","108",1995
"62","Rex Chapman","SG","27","WSB","45","29","1468","8.8","22.1","0.397","3","9.5","0.314","5.8","12.6","0.46","4.7","5.5","0.862","0.8","3.1","3.9","4.4","2.3","0.5","2.1","2.9","25.3","109","113",1995
"63","Calbert Cheaney","SG","23","WSB","78","71","2651","9.8","21.6","0.453","1.8","5.4","0.339","8","16.2","0.492","3.3","4.1","0.812","2","4.1","6.1","3.4","1.5","0.4","2.9","4.1","24.8","106","113",1995
"64","Pete Chilcutt","PF","26","HOU","68","17","1347","5.5","12.4","0.445","1.3","3.3","0.407","4.2","9.2","0.459","1.2","1.6","0.738","4","8","12","2.5","0.9","1.6","2.3","4.4","13.5","105","108",1995
"65","Chris Childs","PG","27","NJN","53","11","1021","5.4","14.2","0.38","2.1","6.4","0.328","3.3","7.8","0.422","2.8","3.7","0.753","0.7","2.8","3.5","11.2","2.1","0.2","3.9","5.9","15.7","104","111",1995
"66","Doug Christie","SG","24","NYK","12","0","79","3.3","14.7","0.227","0.7","4.7","0.143","2.7","10","0.267","2.7","3.3","0.8","2","6.7","8.7","5.3","1.3","0.7","8.7","12","10","57","104",1995
"67","Derrick Coleman","PF","27","NJN","56","54","2103","9.2","21.6","0.424","0.7","3","0.233","8.5","18.7","0.454","9.3","12.1","0.767","4.1","10.5","14.6","4.6","0.9","2.3","4.3","4","28.3","107","106",1995
"68","Bimbo Coles","PG","26","MIA","68","65","2207","6.1","14.2","0.43","0.4","1.8","0.211","5.7","12.4","0.461","3.3","4.1","0.81","1.1","3.4","4.5","9.7","2.3","0.3","3.7","4.3","15.9","105","111",1995
"69","Steve Colter","PG","32","CLE","57","7","752","5","12.7","0.396","0.6","2.6","0.229","4.4","10.1","0.44","4.1","5.3","0.761","1","3.5","4.4","7.6","2.3","0.5","2.7","4","14.8","105","106",1995
"70","Marty Conlon","C","27","MIL","82","3","2064","8.6","16.2","0.532","0.2","0.7","0.276","8.4","15.5","0.544","3","4.9","0.613","4","6.7","10.7","2.8","1.1","0.5","3.1","5.5","20.4","108","112",1995
"71","Lester Conner","SG","35","LAL","2","0","5","0","0","0","0","0","0","0","0","0","20.2","20.2","1","0","0","0","0","10.1","0","0","30.3","20.2","250","96",1995
"72","Tyrone Corbin","SF","32","ATL","81","4","1389","7.9","17.8","0.442","0.5","2.2","0.25","7.3","15.7","0.468","3","4.4","0.684","3.8","6.3","10.1","2.6","2.1","0.6","2.8","6.2","19.3","101","105",1995
"73","John Crotty","PG","25","UTA","80","0","1019","4.7","11.7","0.403","0.6","1.8","0.306","4.2","9.9","0.421","5","6.2","0.81","1.4","3.6","4.9","10.4","2","0.3","3.6","5.3","15","109","108",1995
"74","Corey Crowder","SF","25","SAS","7","0","29","3.5","17.5","0.2","0","7","0","3.5","10.5","0.333","3.5","10.5","0.333","1.7","3.5","5.2","1.7","1.7","0","3.5","1.7","10.5","54","109",1995
"75","Terry Cummings","PF","33","SAS","76","20","1273","8.9","18.5","0.483","0","0","0","8.9","18.5","0.483","2.9","4.9","0.585","5.5","9.6","15.1","2.4","1.4","0.8","3.8","7.5","20.7","100","104",1995
"76","Bill Curley","PF","22","DET","53","1","595","5","11.6","0.433","0","0","0","5","11.6","0.433","2.3","3.1","0.75","4.7","6.1","10.7","2.2","1.8","1.8","2.2","11.1","12.4","103","112",1995
"77","Dell Curry","SG","30","CHH","69","0","1718","10.5","23.8","0.441","4.7","11.1","0.427","5.8","12.8","0.453","2.9","3.4","0.856","1.3","3.9","5.1","3.5","1.7","0.6","3","4.4","28.7","106","108",1995
"78","Lloyd Daniels","SG","27","TOT","30","14","604","6.7","17.5","0.383","2.2","8.4","0.26","4.5","9.1","0.495","1.8","2.3","0.815","2.4","2.9","5.3","3.4","1.8","0.8","2.6","4","17.4","98","112",1995
"79","Yinka Dare","C","22","NJN","1","0","3","0","17.3","0","0","0","0","0","17.3","0","0","0","0","0","17.3","17.3","0","0","0","17.3","34.7","0","0","103",1995
"80","Antonio Davis","PF","26","IND","44","1","1030","5.6","12.7","0.445","0","0","0","5.6","12.7","0.445","6.1","9","0.672","5.4","9.1","14.5","1.3","1","1.5","3.3","6.9","17.3","105","105",1995
"81","Dale Davis","PF","25","IND","74","70","2346","7.4","13.1","0.563","0","0","0","7.4","13.1","0.563","3.1","5.9","0.533","5.9","9.9","15.8","1.3","1.6","2.6","2.8","5","17.9","111","102",1995
"82","Hubert Davis","SG","24","NYK","82","4","1697","9.2","19.1","0.48","4.1","8.9","0.455","5.1","10.2","0.502","3","3.7","0.808","0.9","2.5","3.4","4.7","1.1","0.3","2.7","4.5","25.4","116","109",1995
"83","Terry Davis","PF","27","DAL","46","2","580","4.3","9.9","0.434","0","0.2","0","4.3","9.7","0.441","3.7","5.8","0.636","5.5","8.1","13.6","0.9","0.5","0.3","2.6","6.6","12.2","102","112",1995
"84","Johnny Dawkins","PG","31","DET","50","9","1170","5.5","11.9","0.463","1.1","3.2","0.342","4.4","8.7","0.508","2.2","2.4","0.909","1.2","3.7","5","9","2.3","0","3.8","3.3","14.3","107","115",1995
"85","Tony Dawson","SF","27","BOS","2","0","13","11.8","31.4","0.375","3.9","11.8","0.333","7.9","19.6","0.4","3.9","3.9","1","0","11.8","11.8","3.9","0","0","7.9","15.7","31.4","85","110",1995
"86","Todd Day","SG","25","MIL","82","81","2717","8.5","20","0.424","3.1","8","0.39","5.4","12","0.447","4.9","6.5","0.754","1.8","4.3","6.1","2.6","2","1.2","3","5.4","25","108","111",1995
"87","Terry Dehere","PG","23","LAC","80","28","1774","8","19.7","0.407","1.4","4.7","0.294","6.6","15","0.443","6.6","8.4","0.784","1","3.4","4.4","6.5","1.3","0.2","4.5","5.7","24","100","115",1995
"88","Vinny Del Negro","SG","28","SAS","75","71","2360","8","16.5","0.486","1.4","3.5","0.407","6.6","13","0.507","2.8","3.5","0.79","0.6","3.5","4.1","4.9","1.3","0.3","1.2","3.8","20.2","120","109",1995
"89","Bison Dele","C","25","DEN","63","10","1261","8.2","13.9","0.589","0","0","0","8.2","13.9","0.589","4.4","6.7","0.654","4.1","8.3","12.4","2.2","1.6","1.8","4.7","8.7","20.7","105","107",1995
"90","Vlade Divac*","C","26","LAL","80","80","2807","8.7","17.2","0.507","0.2","1","0.189","8.5","16.2","0.525","5.3","6.9","0.777","4.7","10.2","14.9","5.9","2","3.1","3.7","5.5","22.9","114","104",1995
"91","James Donaldson","C","37","UTA","43","40","613","3.7","6.3","0.595","0","0","0","3.7","6.3","0.595","1.9","2.6","0.71","1.6","7.4","9","1.2","0.5","2.4","1.9","5.6","9.3","109","107",1995
"92","Sherman Douglas","PG","28","BOS","65","43","2048","9.1","19.2","0.475","0.5","2","0.244","8.6","17.1","0.502","5.1","7.4","0.689","1.2","3","4.2","11.1","2","0","4","3.8","23.8","111","113",1995
"93","Greg Dreiling","C","32","CLE","58","3","483","4.9","12","0.412","0","0","0","4.9","12","0.412","3","4.8","0.634","3.8","9.8","13.6","2.6","0.7","2.6","2.9","12.7","12.9","94","103",1995
"94","Clyde Drexler*","SG","32","TOT","76","75","2728","10.7","23.2","0.461","2.8","7.6","0.36","7.9","15.5","0.511","6.8","8.3","0.824","2.8","6.1","9","6.8","2.5","0.8","3.5","3.9","30.9","119","106",1995
"95","Kevin Duckworth","C","30","WSB","40","22","818","7.3","16.6","0.442","0.1","0.6","0.2","7.2","16","0.451","2.8","4.3","0.643","4","8.1","12.1","1.2","1.3","1.5","3.7","6.8","17.6","92","110",1995
"96","Chris Dudley","C","29","POR","82","82","2245","4.1","10.2","0.406","0","0","0","4.1","10.1","0.407","1.9","4.2","0.464","7.4","10","17.4","0.8","1","2.9","1.8","6.5","10.2","102","103",1995
"97","Joe Dumars*","SG","31","DET","67","67","2544","8.4","19.6","0.43","2.1","6.8","0.305","6.4","12.8","0.497","5.6","7","0.805","1","2.2","3.2","7.5","1.5","0.1","4.4","3.1","24.6","105","117",1995
"98","Richard Dumas","SF","25","PHO","15","1","167","11.1","21.9","0.507","0","0.3","0","11.1","21.6","0.514","2.4","4.8","0.5","5.4","3.3","8.7","2.1","3","0.6","2.7","6.6","24.6","105","110",1995
"99","Tony Dumas","SG","22","DAL","58","0","613","7.9","20.7","0.384","1.8","6","0.301","6.1","14.6","0.418","4.1","6.4","0.649","2.6","2.5","5.1","4.7","1.1","0.3","4.1","6.4","21.8","97","114",1995
"100","Pat Durham","SF","27","MIN","59","2","852","7.2","14.6","0.494","0.3","1.6","0.192","6.9","13","0.531","3.9","5.9","0.656","2.3","3.5","5.8","3.3","2.2","2","2.8","7","18.6","104","112",1995
"101","Ledell Eackles","SG","28","MIA","54","6","898","8.2","18.8","0.439","1","2.4","0.439","7.2","16.4","0.439","5.2","7.2","0.722","1.9","3.6","5.5","4.1","1.1","0.1","3","5.1","22.7","106","114",1995
